Project ID,Organization,Department,Division,Project Number,Project Category,Project Type,Project Sub-Type,Phase,Priority,Status,Project Name,Description,Justification,Project Location,Notes,Council District,Estimated Start,Estimated End,Plan Cost,Estimated Cost,PO Cost,Actual Cost,Metro Cost,State Cost,Federal Cost,Other Cost,Total Cost,Longitude,Latitude,Layer Name,Mapped Location
8373,Metro Nashville,Metro Public Works,Engineering,23-102611053415,Sidewalk,New Sidewalk,New,Data Collection,,Planned,Revels Dr From Rowan Dr To Whites Creek Pk,This project will increase walkability and pedestrian safety along Revels Dr.,To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Revels Dr From Rowan Dr To Whites Creek Pk,Install new sidewalk on South side of Revels Dr from Rowan Dr to Whites Creek Pk.,02,04/13/2024,06/11/2024,328500,328500,0,0,0,0,0,0,328500,-86.806266,36.221225,Project Line,POINT (-86.806266 36.221225)
7280,Metro Nashville,Metro Public Works,Engineering,21-093014204877,Bridge,Bridge Repairs,Maintenance/Repairs,Plan Design,,Planned,Walton Lane/CSXT Railroad,"BRIDGE REPAIRS identified by TDOT Bridge Maintenance Division - The work will require coordination with CSXT Railroad. Repairs needed to address concrete cracks on bents and abutments greater than 1/4"", concrete spalls on bents and abutments, erosion under abutment footing.","To address and resolve the following deficiencies: Concrete cracks on bents and abutments greater than 1/4"", concrete spalls on bents and abutments, erosion under abutment footing.",Walton Lane/CSXT Railroad,The bridge repairs will require the traffic controls measures.,07,02/05/2024,05/03/2024,750000,0,0,0,0,0,0,0,750000,-86.727468,36.239129,Project Poly,POINT (-86.727468 36.239129)
8310,Metro Nashville,Metro Public Works,Engineering,23-060212054841,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Park Court/ Sorghum Branch,"Flagged - NDOT. The work will consist of: Repair concrete deterioration on the bridge deck and abutments, install epoxy seal coat on the bridge deck.","The 2021 TDOT inspection identified concrete cracks in top of bridge deck, and concrete spalls in bridge abutments.",Park Court/ Sorghum Branch,Traffic control measures will be required to complete the planned bridge repairs.,27,09/18/2023,01/05/2024,0,88000,0,0,0,0,0,0,88000,-86.707461,36.059015,Project Poly,POINT (-86.707461 36.059015)
8297,Metro Nashville,Metro Public Works,Engineering,23-060116182277,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Edmondson Pike/ Branch,"Flagged - NDOT. The work will consist of: Repair concrete deterioration on the bridge deck and wingwalls, install epoxy seal coat on the bridge deck.","The 2021 TDOT inspection identified concrete cracks and spalls on the bridge deck, concrete spalls with exposed steel on the northwestern wingwall.",Edmondson Pike/ Branch,Traffic control measures will be required to complete the planned bridge repairs.,"26, 04",09/18/2023,01/05/2024,0,121000,0,0,0,0,0,0,121000,-86.74333,36.050814,Project Poly,POINT (-86.74333 36.050814)
8298,Metro Nashville,Metro Public Works,Engineering,23-060116300943,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Dodson Chapel Road/ Branch,"Flagged - NDOT. The work will consist of: Repair concrete deterioration on the bridge deck, install epoxy seal coat on the bridge deck, remove sediment from bridge barrels.","The 2021 TDOT inspection identified concrete cracks on the bridge deck, sediment buildup in the bridge barrels.",Dodson Chapel Road/ Branch,Traffic control measures will be required to complete the planned bridge repairs.,14,09/25/2023,01/05/2024,0,175000,0,0,0,0,0,0,175000,-86.613635,36.178766,Project Poly,POINT (-86.613635 36.178766)
8307,Metro Nashville,Metro Public Works,Engineering,23-060211463500,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Brick Church Pike/ Branch,"Flagged - NDOT. The work will consist of: Repair concrete spalls, repair scour under the abutment and pier footers, repair concrete deterioration on the bridge deck, install epoxy seal coat on the bridge deck.","The 2021 TDOT inspection identified concrete spall and cracks on abutments, concrete pop outs and cracks in the bridge deck, scour under the abutments and piers footers.",Brick Church Pike/ Branch,Traffic control measures will be required to complete the planned bridge repairs.,10,09/18/2023,01/05/2024,0,336000,0,0,0,0,0,0,336000,-86.730784,36.330949,Project Poly,POINT (-86.730784 36.330949)
8309,Metro Nashville,Metro Public Works,Engineering,23-060212014447,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Andrew Jackson Parkway/Dry Fork Creek,"Flagged - NDOT. The work will consist of: Repair concrete deterioration on the bridge deck, install epoxy seal coat on the bridge deck, repair riprap failure.",The 2021 TDOT inspection identified concrete cracks on the bridge deck and riprap failure.,Andrew Jackson Parkway/Dry Fork Creek,Traffic control measures will be required to complete the planned bridge repairs.,14,10/02/2023,01/05/2024,0,333000,0,0,0,0,0,0,333000,-86.609779,36.185061,Project Poly,POINT (-86.609779 36.185061)
7812,Metro Nashville,Metro Public Works,Engineering,22-082514585358,Bridge,Bridge Repairs,Maintenance/Repairs,Under Construction,,In Progress,Knight Drive/ Ewing Creek,"Guardrail Repair: The work will consist of removing all damaged guardrail, installing 87.5' of single guardrail type 2, 1-type 13 guardrail anchor, guardrail transition, 62.5' of radius rail, repair roadway deterioration with new asphalt, remove debris buildup on bridge deck, clear debris from clogged drains.","To address and resolve the following deficiencies: Damaged guardrail, roadway deterioration, debris buildup on bridge deck, clogged drains",Knight Drive/ Ewing Creek,Bridge repairs will require traffic control measures.,"01, 02",02/06/2023,04/05/2024,0,128376,129430.93,129430.93,0,0,0,0,129430.93,-86.803907,36.231901,Project Poly,POINT (-86.803907 36.231901)
6787,Metro Nashville,Metro Public Works,Engineering,21-021815433076,Culvert,Culvert Replacement,Replacement,Under Construction,,In Progress,2926 Melvin Road,"Risk of Structural Failure:  Culvert Replacement Project - The work will consist of replacing the existing 16'x7' Timber Framed Bridge with a TDOT Reinforced Concrete Slab Bridge. Additional work will consist of inlet and outlet channel stabilization, embankments stabilization, and inlet and outlet wingwalls. Ancillary components and services such as traffic safety features and utility coordination will also be determined at project initiation.","To address and resolve the following deficiencies: Culvert has rotten timber that frame the structure as well as corrosive section loss in the steel I-Beams, delaminated concrete on the deck, and evidence of overtopping.  The structure was rated ""Critical"" (2 out of 9) during the latest condition assessment.  Replacement is needed to avoid potential roadway failure.",2926 Melvin Road,This project was initiated due to poor condition. Culvert replacement will require traffic control measures.,12,2023,2024,1524000,1935480,773694.06,0,1524000,0,0,0,1935480,-86.571859,36.174224,Project Point,POINT (-86.571859 36.174224)
7521,Metro Nashville,Metro Public Works,Engineering,22-022312423911,Bikeway,Protected Bike Lane,New,Plan Design,,Planned,Dr Walter S Davis Blvd From 39th Ave N To Ed Temple Blvd,This project is anticipated to provide a new protected cycletrack.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Dr Walter S Davis Blvd From 39th Ave N To Ed Temple Blvd,Project is currently in design.,21,"Jan, 2024","Jul, 2024",489273.35,1356792.77,0,0,0,0,0,0,1356792.77,-86.830937,36.171486,Project Line,POINT (-86.830937 36.171486)
7369,Metro Nashville,Metro Public Works,Paving,RPMS-49056,Paving,Paving,New,Complete,,Complete,BAKERTOWN RD - EZELL RD/OVERYBY DR - HAYWOOD LN,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",BAKERTOWN RD - EZELL RD/OVERYBY DR - HAYWOOD LN,"Based on the current condition index, this roadway segment qualifies for paving.",28,01/01/2023,01/31/2023,147250,0,0,0,0,0,0,0,147250,-86.689166,36.072256,Project Line,POINT (-86.689166 36.072256)
5683,Metro Nashville,Metro Public Works,Paving,RPMS-18616,Paving,Paving,New,Complete,,Complete,OVERCREST DR - HARDING PL - BLACKMAN RD,OVERCREST DR - HARDING PL - BLACKMAN RD,"Based on the current condiion index, this roadway segment qualifies for paving",OVERCREST DR - HARDING PL - BLACKMAN RD,PAVING PROJECT: 'OVERCREST DR - HARDING PL - BLACKMAN RD',26,01/01/2023,01/31/2023,52250,0,0,0,52250,0,0,0,52250,-86.734468,36.07576,Project Line,POINT (-86.734468 36.07576)
815,Metro Nashville,Metro Public Works,Paving,RPMS-11162,Paving,Paving,New,Complete,,Complete,OVERCREST CT - OVERCREST DR - CUL-DE-SAC,OVERCREST CT - OVERCREST DR - CUL-DE-SAC,"Based on the current condiion index, this roadway segment qualifies for paving",OVERCREST CT - OVERCREST DR - CUL-DE-SAC,PAVING PROJECT: 'OVERCREST CT - OVERCREST DR - CUL-DE-SAC',26,01/01/2023,01/31/2023,11050,0,0,0,11050,0,0,0,11050,-86.735042,36.075257,Project Line,POINT (-86.735042 36.075257)
832,Metro Nashville,Metro Public Works,Paving,RPMS-11204,Paving,Paving,New,Complete,,Complete,HAYSTACK LN - ANTIOCH PK - BAKERTOWN RD,HAYSTACK LN - ANTIOCH PK - BAKERTOWN RD,"Based on the current condiion index, this roadway segment qualifies for paving",HAYSTACK LN - ANTIOCH PK - BAKERTOWN RD,HAYSTACK LN - ANTIOCH PK - BAKERTOWN RD,28,01/01/2023,01/31/2023,32300,0,0,0,32300,0,0,0,32300,-86.685558,36.071602,Project Line,POINT (-86.685558 36.071602)
8384,Metro Nashville,Metro Public Works,Engineering,23-110714011260,Sidewalk,New Sidewalk,New,Data Collection,,Planned,Albion St under RR Bridge,This project will close sidewalk gaps on Albion St under the RR Bridge.,To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Albion St under RR Bridge,Project is currently in Council readings,21,02/27/2024,04/29/2024,200000,0,0,0,0,0,0,0,200000,-86.809793,36.165721,Project Line,POINT (-86.809793 36.165721)
7368,Metro Nashville,Metro Public Works,Paving,RPMS-49057,Paving,Paving,New,Complete,,Complete,EZELL RD - OVERBY DR - ANTIOCH PIKE,"Based on the current condition index, this roadway segment qualifies for paving.","Based on the current condition index, this roadway segment qualifies for paving.",EZELL RD - OVERBY DR - ANTIOCH PIKE,"Based on the current condition index, this roadway segment qualifies for paving.",28,01/01/2023,01/31/2023,150100,0,0,0,0,0,0,0,150100,-86.689144,36.082992,Project Line,POINT (-86.689144 36.082992)
5278,Metro Nashville,Metro Public Works,Engineering,2016-R-007,Sidewalk,New Sidewalk,New,Aquiring Right-Of-Way,,Planned,Blue Hole Road,"Sidewalk, curb & gutter, and grass strip",Provides sidewalk network connectivity to Henry C. Maxwell Elementary School,Blue Hole Rd From Henry Maxwell Elementary School To Blue Hole Way,"Installation of new sidewalk along with curb, gutter, and storm drainage that provides sidewalk network connectivity to Henry C. Maxwell Elementary School","31, 33",03/24/2024,02/17/2025,868347,600000,0,0,600000,0,0,0,600000,-86.67477,36.033195,Project Line,POINT (-86.67477 36.033195)
5119,Metro Nashville,Metro Public Works,Engineering,21-042013221347,Sidewalk,New Sidewalk,New,Under Construction,,In Progress,Linbar Dr From Harding Pl To Wallace Rd,"Sidewalk, curb & gutter, and grass strip","Project provides neighborhood connectivity to Transit, Restaurants, and Stores on Harding Place",Linbar Dr From Harding Pl To Wallace Rd,"Installation of new sidewalk along with curb, gutter, and storm drainage that provides neighborhood connectivity to Transit, Restaurants, and Stores on Harding Place",30,11/01/2023,05/29/2024,1548948,920374,1572898.75,0,920374,0,0,0,920374,-86.703567,36.083348,Project Line,POINT (-86.703567 36.083348)
7571,Metro Nashville,Metro Public Works,Engineering,22-030712113939,Bikeway,Bike Lane,New,Future,,Future,Broadway From 8th Ave S To 1st Ave S,Potential bike route per WalknBike 2022.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Broadway From 8th Ave S To 1st Ave S,This section of Broadway is being evaluated for the feasibility of a bike route.,19,2025,2025,243590,0,0,0,0,0,0,0,243590,-86.777797,36.160772,Project Line,POINT (-86.777797 36.160772)
5120,Metro Nashville,Metro Public Works,Engineering,2016-R-023,Sidewalk,New Sidewalk,New,Ready for Construction,,Scheduled,Tusculum Road (East of Nolensville Pike),6' Sidewalk with 4' Furnishing Zone,Project provides sidewalk network connectivity to Transit and shopping on Nolensville Pike,Tusculum Rd From Nolensville Pike To Brewer Dr,"Installation of new 6' sidewalk and 4' furnishing zone along with curb, gutter, and storm drainage that provides sidewalk network connectivity to Transit and shopping on Nolensville Pike",27,02/15/2024,11/24/2024,4876062.23,2400000,4876061.97,0,2400000,0,0,0,2400000,-86.707324,36.059432,Project Line,POINT (-86.707324 36.059432)
7493,Metro Nashville,Metro Public Works,Engineering,22-022212044591,Sidewalk,New Sidewalk,New,Planning/Scoping,,Planned,Charlotte Pike From American Rd To Oceola Ave,"This project will bridge a sidewalk gap on Charlotte Pike, increasing walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Charlotte Pike From American Rd To Oceola Ave,Install new sidewalk on south side of Charlotte Pike from American Road to Oceola Avenue. Estimated start in 2024.,20,12/01/2024,06/01/2025,2117148.78,0,0,0,0,0,0,0,2117148.78,-86.865574,36.148655,Project Line,POINT (-86.865574 36.148655)
8346,Metro Nashville,Metro Public Works,Engineering,23-091909585284,Sidewalk,New Sidewalk,New,Construction/Closeout/Warranty,,Complete,31st Ave N Phase 1 From Alley 601 To Alley 700,Construction of a new 5ft sidewalk.,"This project corresponds with the pedestrian safety program currently in construction, and will fill gaps along a busy pedestrian corridor.",31st Ave N From Alley 601 To Alley 700,This project is designed and ready to be constructed.,"21, 24",10/09/2023,10/27/2023,198000,0,0,0,0,0,0,0,198000,-86.816353,36.145141,Project Line,POINT (-86.816353 36.145141)
8322,Metro Nashville,Metro Public Works,Engineering,23-072814011209,Sidewalk,New Sidewalk,New,Planning/Scoping,,Planned,Trousdale Dr From Blackman Rd To Richmar Dr,"Sidewalk, curb and gutter.",Provides connectivity to businesses along Trousdale Dr.,Trousdale Dr From Blackman Rd To Richmar Dr,This project is currently being scoped.,26,02/07/2024,05/06/2024,413750,0,0,0,0,0,0,0,413750,-86.758861,36.077922,Project Line,POINT (-86.758861 36.077922)
7112,Metro Nashville,Metro Public Works,Engineering,21-060708030600,Bikeway,Protected Bike Lane,New,Plan Design,,Planned,Chestnut St From 8th Ave S To Wharf Ave,"Major-marquee bikeway, partially designed and constructed with development",To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Chestnut St From 8th Ave S To Wharf Ave,"A new, protected bikeway is currently in design.",17,"Jan, 2024","Jun, 2024",1200000,501149.28,0,0,306000,0,0,0,501149.28,-86.770395,36.143209,Project Line,POINT (-86.770395 36.143209)
7517,Metro Nashville,Metro Public Works,Engineering,22-022309364127,Sidewalk,New Sidewalk,New,Plan Design,,Planned,Highway 100 From Ace Hardware To Collins Rd,"This project will bridge multiple sidewalk gaps near Highway 100, improving walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Highway 100 From Ace Hardware To Collins Rd,"Install new sidewalks around intersections of Highway 100, Learning Lane, and Collins Road. Estimated start late 2023.",35,04/09/2024,09/25/2024,385000,0,0,0,0,0,0,0,385000,-86.958498,36.043887,Project Line,POINT (-86.958498 36.043887)
5103,Metro Nashville,Metro Public Works,Engineering,21-042011170829,Sidewalk,New Sidewalk,New,Ready for Construction,,Planned,23rd Avenue North,5' Sidewalk with 4' Furnishing Zone,Project fills gap in sidewalk network and provides connectivity to transit on Clarksville Pike,23RD Ave N From Cass St To St Louis St,"Installation of new 5' sidewalk and 4' furnishing zone along with curb, gutter, and storm drainage that fills gap in sidewalk network and provides connectivity to transit on Clarksville Pike","21, 02",02/01/2024,09/17/2024,1769486,790000,1659803.61,0,790000,0,0,0,790000,-86.814355,36.183138,Project Line,POINT (-86.814355 36.183138)
8358,Metro Nashville,Metro Public Works,Engineering,23-101111100708,Sidewalk,New Sidewalk,New,Plan Design,,Planned,31st Ave N Phase 2 From 719 Aly To Centennial Park Greenway,"This project will connect existing/in progress sidewalk from 31st Ave N to Centennial Park Greenway, increasing walkability and pedestrian safety along this corridor.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,31st Ave N Phase 2 From 719 Aly To Centennial Park Greenway,This project will connect 31st Ave N to a greenway/walking trail in Centennial Park via 31st Ave N and Parman Pl.,21,01/05/2024,03/04/2024,0,0,0,0,0,0,0,0,0,-86.815827,36.148208,Project Line,POINT (-86.815827 36.148208)
7137,Metro Nashville,Metro Public Works,Engineering,21-060811122818,Bikeway,Buffered Bike Lane,New,Planning/Scoping,,Planned,East Nashville Spokes Project,Construction of a new buffered bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,East Nashville Backbone Project,Buffered Bike Lane along various routes in East Nashville.,"06, 19","Jan, 2025","Dec, 2025",1614375,1614375,0,0,287000,0,0,0,1614375,-86.777017,36.167099,Project Line,POINT (-86.777017 36.167099)
7501,Metro Nashville,Metro Public Works,Engineering,22-022215133891,Sidewalk,New Sidewalk,New,Ready for Construction,,Planned,Welshwood Dr From Corning Dr To Nolensville Pike,1082 linear ft of 5ft sidewalk.,This project will extend an existing sidewalk and provide connectivity to local business and transit stops.,Welshwood Dr From Corning Dr To Nolensville Pike,This project met selection criteria due to connectivity and the opportunity for safety improvements.,26,12/28/2023,04/24/2024,212000,0,383721.57,0,0,0,0,0,212000,-86.73089,36.082902,Project Line,POINT (-86.73089 36.082902)
7104,Metro Nashville,Metro Public Works,Engineering,21-052115210188,Bikeway,Buffered Bike Lane,New,Complete,,Complete,Monroe St From 11th Ave N To Greenway (1st Ave N),Major-Marquee bikeway,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Monroe St From 11th Ave N To Greenway (1st Ave N),Bikeway complete,19,,09/23/2022,390542.42,390542.42,0,0,390542.42,0,0,0,54327,-86.789013,36.176761,Project Line,POINT (-86.789013 36.176761)
8352,Metro Nashville,Metro Public Works,Engineering,23-092208234475,Bikeway,Shared Bikeway,New,Plan Design,,Planned,Roosevelt Ave From Bixler Ave To Cul-de-Sac,This project will increase connectivity between Bixler Ave and Archwood Dr.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Roosevelt Ave From Bixler Ave To Cul-de-Sac,This bikeway is currently in design.,09,,,57706.58,0,0,0,0,0,0,0,57706.58,-86.695638,36.269833,Project Line,POINT (-86.695638 36.269833)
5406,Metro Nashville,Metro Public Works,Engineering,22-061012435897,Bikeway,Bike Lane,New,Plan Design,,Planned,24th Ave S From Pierce Ave To Highland Ave,Construction of a new bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,24th Ave S From Pierce Ave To Highland Ave,This bikeway is estimated to begin in 2025 or later.,18,"Jul, 2024","Dec, 2024",85205.38,13455,0,0,13455,0,0,0,13455,-86.804946,36.141306,Project Line,POINT (-86.804946 36.141306)
7096,Metro Nashville,Metro Public Works,Engineering,21-052013073561,Bikeway,Protected Bike Lane,New,Complete,,Complete,12th Ave S  From Lawrence Ave To Division St,Construction of a new protected bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,12th Ave S  From Lawrence Ave To Division St,This bikeway is complete.,"17, 18, 19","May, 2022","Apr, 2023",6400000,0,0,0,0,0,0,0,4796233.49,-86.787462,36.140595,Project Line,POINT (-86.787462 36.140595)
8305,Metro Nashville,Metro Public Works,Engineering,23-060210571200,Sidewalk,New Sidewalk,New,Ready for Construction,,Planned,Davidson Rd From 50' W of CSX To Highway 70 S,"Installation of new multi-use-path and furnishing zone along with curb, gutter, and storm drainage that provides connectivity from Harding Pike to Transit, Hill Middle School, and Hillwood High School","Project provides connectivity from Harding Pike to Transit, Hill Middle School, and Hillwood High School. (Phase 3 Project)",Davidson Rd From 50' W of CSX To Highway 70 S,Multi-Use-Path with Varying Furnishing Zone,23,02/01/2024,03/31/2024,199998.85,0,0,0,0,0,0,0,199998.85,-86.861415,36.115066,Project Line,POINT (-86.861415 36.115066)
6091,Metro Nashville,Metro Public Works,Engineering,21-041309114464,Sidewalk,New Sidewalk,New,On Hold,,On Hold,Nolensville Pike Sidewalk Improvements,New sidewalks with grass furnishing zone.,To provide connectivity to local neighborhoods.,NOLENSVILLE PIKE/WALLACE RD From 580 SOUTH OF HARDING PL To BROOKRIDGE TRAIL,Installation of sidewalk along roadway to provide connectivity to local neighborhoods.,"26, 30",,,1080000,860000,0,0,0,0,0,0,860000,-86.724896,36.077567,Project Line,POINT (-86.724896 36.077567)
8394,Metro Nashville,Metro Public Works,Engineering,23-111611040679,Bikeway,Shared Bikeway,New,Planning/Scoping,,Planned,Clay St From Dr DB Todd Jr Blvd To Delta Ave,Install shared bikeway on Clay St from Dr DB Todd Jr Blvd to Delta Ave.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Clay St From Dr DB Todd Jr Blvd To Delta Ave,"A shared bikeway is being planned for Clay St, connecting Dr DB Todd Jr Blvd to Delta Ave.","02, 21",09/01/2024,03/03/2025,30000.14,0,0,0,0,0,0,0,30000.14,-86.807445,36.183847,Project Line,POINT (-86.807445 36.183847)
8228,Metro Nashville,Metro Public Works,Engineering,23-030309342081,Sidewalk,New Sidewalk,New,Plan Design,,Planned,Central Pike From Stone Hall Blvd To Lebanon Pike,Construction of a new 5ft sidewalk.,To provide connectivity and pedestrian safety improvements.,Central Pike From Stone Hall Blvd To Lebanon Pike,"This project will provide connectivity from neighborhoods to businesses on Lebanon Pike, as well as provide safe pedestrian travel.",14,05/18/2024,07/18/2024,474600,0,0,0,0,0,0,0,474600,-86.631776,36.188115,Project Line,POINT (-86.631776 36.188115)
7911,Metro Nashville,Metro Public Works,Engineering,22-092810151628,Sidewalk,New Sidewalk,New,Ready for Construction,,Planned,Hillsboro Pike From N of Crestmoor Rd To Graybar Ln,New 5ft sidewalk on west side of Hillsboro Pike,To fill gaps in an existing sidewalk network and increase pedestrian safety and connectivity,Hillsboro Pike From N of Crestmoor Rd To Graybar Ln,NA,"25, 34",07/01/2024,12/01/2024,120000,120000,0,0,0,0,0,0,120000,-86.811384,36.111218,Project Line,POINT (-86.811384 36.111218)
7477,Metro Nashville,Metro Public Works,Engineering,22-021714361159,Bikeway,Protected Bike Lane,New,Complete,,Complete,Heritage Dr/Nesbitt Ln From Old Hickory Blvd To Gallatin Pike,Construction of a new protected bike lane.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Heritage Dr/Nesbitt Ln From Old Hickory Blvd To Gallatin Pike,Bikeway is complete.,"03, 09","Apr, 2022","Dec, 2022",125000,0,0,0,0,0,0,0,98614.06,-86.723562,36.271421,Project Line,POINT (-86.723562 36.271421)
8397,Metro Nashville,Metro Public Works,Engineering,23-111611342179,Bikeway,Shared Bikeway,New,Planning/Scoping,,Planned,Martin St From Wedgewood Ave To Hamilton Ave,Install shared bikeway along Martin St from Wedgewood Ave to Hamilton Ave.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Martin St From Wedgewood Ave To Hamilton Ave,"This project will install a shared bikeway along Martin St, connecting Wedgewood Ave to Hamilton Ave.",17,09/01/2024,03/03/2025,18278.64,0,0,0,0,0,0,0,18278.64,-86.769871,36.137604,Project Line,POINT (-86.769871 36.137604)
8354,Metro Nashville,Metro Public Works,Engineering,23-092813014852,Sidewalk,New Sidewalk,New,Plan Design,,Planned,Secret Sidewalk From Delaware Ave To Alabama Ave,"This project will connect an existing sidewalk segment to Delaware Ave and Alabama Ave, increasing walkability and pedestrian safety.",To provide safe connections for people walking to neighborhoods and destinations for transportation and recreation.,Secret Sidewalk From Delaware Ave To Alabama Ave,This project will add new sidewalk to connect an existing section of sidewalk under the I-40 overpass from Delaware Ave to Alabama Ave.,"20, 21, 24",02/01/2024,03/01/2024,121000,0,0,0,0,0,0,0,121000,-86.83731,36.154583,Project Line,POINT (-86.83731 36.154583)
7129,Metro Nashville,Metro Public Works,Engineering,21-060809171787,Bikeway,Shared Bikeway,New,Construction/Closeout/Warranty,,Complete,Indiana Ave From Morrow Rd To 47th Ave N,"Nations Neighborways include “sharrow"" (share the road) bikeway pavement markings on Indiana Ave between 52nd Ave N and 49th Ave N.",To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Indiana Ave From Morrow Rd To 47th Ave N,Bikeway is complete.,20,"Apr, 2023","Sep, 2023",19600,11011.85,70746.86,70746.86,19600,0,0,0,70746.86,-86.848433,36.156534,Project Line,POINT (-86.848433 36.156534)
7131,Metro Nashville,Metro Public Works,Engineering,21-060809362850,Bikeway,Shared Bikeway,New,Construction/Closeout/Warranty,,Complete,Kentucky Ave From Morrow Rd To 47th Ave N,"Nations Neighborways include “sharrow"" (share the road) bikeway pavement markings on Kentucky between 52nd Ave N and 49th Ave N.",To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Kentucky Ave From Morrow Rd To 47th Ave N,Bikeway is complete.,20,"Apr, 2023","Sep, 2023",19600,11081.12,70746.86,70746.86,19600,0,0,0,70746.86,-86.848999,36.159856,Project Line,POINT (-86.848999 36.159856)
7130,Metro Nashville,Metro Public Works,Engineering,21-060809322399,Bikeway,Shared Bikeway,New,Construction/Closeout/Warranty,,Complete,52nd Ave N From Georgia Ave To Kentucky Ave,"Nations Neighborways include “sharrow"" (share the road) bikeway pavement markings on 52nd Ave between Georgia and Indiana.",To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,52nd Ave N From Georgia Ave To Kentucky Ave,Bikeway is complete.,20,"Apr, 2023","Sep, 2023",19600,15701.22,70746.86,70746.86,19600,0,0,0,70746.86,-86.850199,36.157556,Project Line,POINT (-86.850199 36.157556)
7522,Metro Nashville,Metro Public Works,Engineering,22-022313311633,Bikeway,Protected Bike Lane,New,Plan Design,,Planned,Thompson Ln From I-65 To Nolensville Pike,Upgrade existing bike lane. Timing will depend on coordination with TDOT.,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,Thompson Ln From I-65 To Nolensville Pike,An upgrade is planned for this existing bikeway.,"16, 26","Jul, 2025","Dec, 2025",892935.16,50000,0,0,0,0,0,0,50000,-86.755234,36.111166,Project Line,POINT (-86.755234 36.111166)
7136,Metro Nashville,Metro Public Works,Engineering,21-060810512711,Bikeway,Protected Bike Lane,New,Complete,,Complete,E Trinity Ln From Dickerson Pike To Gallatin Pike,Completed protected bike lane,To provide safe connections for people biking to neighborhoods and destinations for transportation and recreation.,E Trinity Ln From Dickerson Pike To Gallatin Pike,Protected bike lane is complete,05,"Aug, 2021","Nov, 2021",233376,233376,0,0,0,0,0,0,25718,-86.751199,36.204719,Project Line,POINT (-86.751199 36.204719)
5122,Metro Nashville,Metro Public Works,Engineering,2017-R-004,Sidewalk,New Sidewalk,New,Under Construction,,In Progress,Mt View Rd From Rural Hill Rd To Curtis Hollow Rd,8' Sidewalk with 4' Furnishing Zone,Project provides sidewalk network connectivity to Transit and Hickory Hollow Mall,Mt View Rd From Rural Hill Rd To Curtis Hollow Rd,"Installation of new 8' sidewalk and 4' furnishing zone along with curb, gutter, and storm drainage that provides sidewalk network connectivity to Transit and Hickory Hollow Mall","28, 32",11/13/2023,05/11/2024,886305,690000,1423879.99,0,690000,0,0,0,690000,-86.652089,36.051638,Project Line,POINT (-86.652089 36.051638)
6098,Metro Nashville,Metro Public Works,Engineering,21-042012480948,Sidewalk,New Sidewalk,New,Ready for Construction,,Planned,Ordway Pl From N 16TH St To N 17TH St,New sidewalks with grass furnishing zone.,To provide connectivity to local neighborhoods.,Ordway Pl From N 16TH St To N 17TH St,Installation of sidewalk along roadway to provide connectivity to local neighborhoods.,06,01/02/2024,05/31/2024,828928,550000,860572.65,0,550000,0,0,0,550000,-86.740403,36.17964,Project Line,POINT (-86.740403 36.17964)
